codigo_municipio_x,nome_municipio,codigo_uf,uf,regiao,chave,codigo_municipio_y,ano,pib_municipal,data,cambio,desemprego,ipca,pib,selic,pib_per_capita,populacao,score_economico,valorizacao_esperada_12m
2.5475626373006044e-05,JI-PARANA,0.0,RO,Norte,JI-PARANA__RO,,,,,,,0.41560005755056917,,0.7356183183177534,0.9701834139484204,0.8266512994317584,0.8429477374142474,0.8150531130910308
2.738034610183515e-05,MACHADINHO D'OESTE,0.0,RO,Norte,MACHADINHO D'OESTE__RO,,,,,,,0.8320768000925639,,0.8144952936302101,0.8326757806409297,0.7017126598788503,0.81875439655534,0.7105947626989563
3.166596549170064e-05,NOVA BRASILANDIA D'OESTE,0.0,RO,Norte,NOVA BRASILANDIA D'OESTE__RO,,,,,,,0.30975417419334184,,0.03214100877041415,0.21238991037301408,0.45946525163707636,0.3048511268957853,0.41721439182202685
3.333259525445387e-05,OURO PRETO DO OESTE,0.0,RO,Norte,OURO PRETO DO OESTE__RO,,,,,,,0.9431107332847325,,0.04769268361427925,0.1818667942817867,0.055069613846421575,0.2944008358359052,0.30225204208860024
4.142765410192206e-05,PIMENTA BUENO,0.0,RO,Norte,PIMENTA BUENO__RO,,,,,,,0.17951789469728252,,0.7894510020501928,0.18344680138933067,0.42700400087154083,0.25184824801331135,0.27209559894171914
4.523709355958028e-05,PORTO VELHO,0.0,RO,Norte,PORTO VELHO__RO,,,,,,,0.662719037813898,,0.5331091437802351,0.3043200665780607,0.46915021238217103,0.43084129950381345,0.3672542966190057
5.6903501898630804e-05,PRESIDENTE MEDICI,0.0,RO,Norte,PRESIDENTE MEDICI__RO,,,,,,,0.6721038673528169,,0.5781776269046308,0.5248990969866223,0.9288553195882167,0.6945817872573082,0.635208365522033
5.880822162745991e-05,RIO CRESPO,0.0,RO,Norte,RIO CRESPO__RO,,,,,,,0.2520961345130053,,0.052546468369207844,0.43206039299467275,0.6412767192018949,0.46604867172140396,0.6003683741419991
6.499856074615451e-05,ROLIM DE MOURA,0.0,RO,Norte,ROLIM DE MOURA__RO,,,,,,,0.3246684854406078,,0.25530324435411655,0.29130313734092145,0.3117184247976417,0.3028635950213881,0.3829224628271659
6.690328047498362e-05,SANTA LUZIA D'OESTE,0.0,RO,Norte,SANTA LUZIA D'OESTE__RO,,,,,,,0.834835195933067,,0.6384001195801969,0.6120211706095289,0.5254649153977511,0.6472184171568607,0.5858676881069024
6.880800020381272e-05,VILHENA,0.0,RO,Norte,VILHENA__RO,,,,,,,0.7618249529269249,,0.8592602036788091,0.13952324035340247,0.06602754637861959,0.2373013752242656,0.09825930915828825
7.261743966147094e-05,SAO MIGUEL DO GUAPORE,0.0,RO,Norte,SAO MIGUEL DO GUAPORE__RO,,,,,,,0.32901476911475735,,0.9170702173129681,0.292218914881409,0.9728847368656232,0.5134495597877097,0.4943774149899889
7.690305905128092e-05,NOVA MAMORE,0.0,RO,Norte,NOVA MAMORE__RO,,,,,,,0.5339231625358342,,0.5004450108652727,0.3664579330507382,0.3601437933939941,0.4019526198208405,0.3756286998857181
7.880777878011003e-05,ALVORADA D'OESTE,0.0,RO,Norte,ALVORADA D'OESTE__RO,,,,,,,0.06153688470745178,,0.5455063784082601,0.4561924524652506,0.4779959856248129,0.3869195265176761,0.463752268373992
8.666474766150234e-05,ALTO ALEGRE DOS PARECIS,0.0,RO,Norte,ALTO ALEGRE DOS PARECIS__RO,,,,,,,0.20863673301792618,,0.8331240987907014,0.7853952025653241,0.3553660519659144,0.552741943255442,0.5784686993244469
9.237890684798966e-05,ALTO PARAISO,0.0,RO,Norte,ALTO PARAISO__RO,,,,,,,0.48577596012349133,,0.5376555911985335,0.1997208576397424,0.6827180777745213,0.40593312810048326,0.39269563004240815
0.00010404531518704019,BURITIS,0.0,RO,Norte,BURITIS__RO,,,,,,,0.08583598342484378,,0.5168864598755165,0.5143740097979022,0.6624308044989436,0.4810782484398388,0.5797671378810019
0.00011594981349222211,NOVO HORIZONTE DO OESTE,0.0,RO,Norte,NOVO HORIZONTE DO OESTE__RO,,,,,,,0.8433710463961045,,0.9051691066811609,0.5925771289501378,0.7155411185256644,0.698903874607132,0.5683591605254004
0.00013952072013639905,CACAULANDIA,0.0,RO,Norte,CACAULANDIA__RO,,,,,,,0.7180157041281853,,0.7900008433248742,0.04645243319014172,0.26819221426130163,0.24294592529089193,0.1487270304993285
0.0001630916267806315,CAMPO NOVO DE RONDONIA,0.0,RO,Norte,CAMPO NOVO DE RONDONIA__RO,,,,,,,0.9436957295516181,,0.9091581822615475,0.6077118610176089,0.31573551428135826,0.6015513716033878,0.44116270552943687
0.00018904343308590033,CANDEIAS DO JAMARI,0.0,RO,Norte,CANDEIAS DO JAMARI__RO,,,,,,,0.6934706830135985,,0.21823104290503315,0.17056262777258208,0.1252459502432338,0.257987324538261,0.2416446689088966
0.00021261433973007726,CASTANHEIRAS,0.0,RO,Norte,CASTANHEIRAS__RO,,,,,,,0.9404626781302629,,0.5244045272537521,0.06505908309356667,0.6557060651585487,0.42228294565485036,0.3644611170028587
0.00021642377918773548,CHUPINGUAIA,0.0,RO,Norte,CHUPINGUAIA__RO,,,,,,,0.5544839602665058,,0.8425479830102767,0.9491529168839434,0.0397593939316816,0.6121877003268617,0.5570953512278028
0.0002202332186453937,CUJUBIM,0.0,RO,Norte,CUJUBIM__RO,,,,,,,0.6002006638690166,,0.1111160539540188,0.965904336977232,0.5978564678739963,0.8072401189874661,0.8488550572597172
0.00023570906644210243,GOVERNADOR JORGE TEIXEIRA,0.0,RO,Norte,GOVERNADOR JORGE TEIXEIRA__RO,,,,,,,0.9770408802066776,,0.7947309725867429,0.8086234174889584,0.8699733186609999,0.889883932002112,0.7851114278897696
0.00025927997308627937,ITAPUA DO OESTE,0.0,RO,Norte,ITAPUA DO OESTE__RO,,,,,,,0.642120963652998,,0.18295218036401684,0.3046917020383996,0.8911176089302099,0.560198791210451,0.5906270781258043
0.0002828508797305118,MINISTRO ANDREAZZA,0.0,RO,Norte,MINISTRO ANDREAZZA__RO,,,,,,,0.030635959941391677,,0.8081895536663859,0.09768919611063484,0.4491554425859439,0.18223218980869932,0.24084031801859504
0.00030642178637474426,MIRANTE DA SERRA,0.0,RO,Norte,MIRANTE DA SERRA__RO,,,,,,,0.7238136210888041,,0.612042873864981,0.6844225856256392,0.45942526907794706,0.6410851983893331,0.5957127611671009
0.0003299926930189212,MONTE NEGRO,0.0,RO,Norte,MONTE NEGRO__RO,,,,,,,0.9055218596688527,,0.1932162987670656,0.44027028148304065,0.07694556628164614,0.42965407609608997,0.3794351593658548
0.0003380877518664449,NOVA UNIAO,0.0,RO,Norte,NOVA UNIAO__RO,,,,,,,0.7956078163946737,,0.4733757111998649,0.12206248175588824,0.6709669121039832,0.42661641206707424,0.3557214178510944
0.00034165910135797173,PARECIS,0.0,RO,Norte,PARECIS__RO,,,,,,,0.5838115081072691,,0.6819573904722251,0.49531087766923204,0.8215184596667415,0.6263959352130529,0.5586182679033554
0.0003459447207478372,PIMENTEIRAS DO OESTE,0.0,RO,Norte,PIMENTEIRAS DO OESTE__RO,,,,,,,0.6713021266929421,,0.6338980531132046,0.034386994811369614,0.2446951192471697,0.2192962443233254,0.19673849561366547
0.00034784944047666633,PRIMAVERA DE RONDONIA,0.0,RO,Norte,PRIMAVERA DE RONDONIA__RO,,,,,,,0.990264694893184,,0.42726194260135975,0.9095761476641648,0.42140803032980745,0.8039857121482262,0.6960506688042956
0.00034975416020549543,SAO FELIPE D'OESTE,0.0,RO,Norte,SAO FELIPE D'OESTE__RO,,,,,,,0.09052542891003768,,0.8994507564037029,0.25884443713569466,0.8391050523111911,0.40322037603261557,0.43081132052618426
0.00035165887993432454,SAO FRANCISCO DO GUAPORE,0.0,RO,Norte,SAO FRANCISCO DO GUAPORE__RO,,,,,,,0.667242496672796,,0.5192917027500401,0.6627054594691517,0.8774007210747122,0.7499442404353995,0.6996282759769059
0.00035356359966315365,SERINGUEIRAS,0.0,RO,Norte,SERINGUEIRAS__RO,,,,,,,0.28330593697248785,,0.5058936153040505,0.31179109590269094,0.24321948472381072,0.28327040190129016,0.3410766590023014
0.00036761090766324056,TEIXEIROPOLIS,0.0,RO,Norte,TEIXEIROPOLIS__RO,,,,,,,0.6400817384031611,,0.06221162029328431,0.5202093079149095,0.5507268754763768,0.5657184630753461,0.5988604550419272
0.00037951540596836697,THEOBROMA,0.0,RO,Norte,THEOBROMA__RO,,,,,,,0.6076073538405112,,0.9222079659329083,0.5468594001806559,0.1925134059680909,0.45958667627281463,0.348501255922011
0.0004030863126125994,URUPA,0.0,RO,Norte,URUPA__RO,,,,,,,0.15333480192638171,,0.17709450368864377,0.1848971734149154,0.10186460722162524,0.1442195374869416,0.27292270488143555
0.00041475272095164994,VALE DO ANARI,0.0,RO,Norte,VALE DO ANARI__RO,,,,,,,0.20663703059335703,,0.5283743181773188,0.9698580939194308,0.9114136668563483,0.8255182894327291,0.8677248243673638
0.00042665721925677635,VALE DO PARAISO,0.0,RO,Norte,VALE DO PARAISO__RO,,,,,,,0.6216166190062357,,0.8036377302947442,0.7753491113696971,0.8207662579739272,0.7818008087936025,0.7053836348760364
0.023808520430380953,ACRELANDIA,0.023809523809523836,AC,Norte,ACRELANDIA__AC,,,,,,,0.1281020399639804,,0.2154368539233178,0.9397635610859738,0.7602706901152717,0.7452637273059564,0.8962154305721001
0.023818282118991174,ASSIS BRASIL,0.023809523809523836,AC,Norte,ASSIS BRASIL__AC,,,,,,,0.265084873523209,,0.527402771751575,0.8950788343615133,0.04873199160186255,0.5254704306293929,0.5607138082409111
0.0238301866172963,BRASILEIA,0.023809523809523836,AC,Norte,BRASILEIA__AC,,,,,,,0.835282355242467,,0.24067219949350993,0.5980641518725005,0.8439963651046082,0.7407330888596118,0.7238918779871514
0.023838281676143824,BUJARI,0.023809523809523836,AC,Norte,BUJARI__AC,,,,,,,0.32700992783852745,,0.7597586700273069,0.9221336720368141,0.4381575830953576,0.6760088365794257,0.6641576650398545
0.023848043364754046,CAPIXABA,0.023809523809523836,AC,Norte,CAPIXABA__AC,,,,,,,0.4880160792962611,,0.5643760901625201,0.08850688491047909,0.34247230627932085,0.2401103640044383,0.22786439451050738
0.023853757523940533,CRUZEIRO DO SUL,0.023809523809523836,AC,Norte,CRUZEIRO DO SUL__AC,,,,,,,0.9412018131715846,,0.8560537021365626,0.19602885259329994,0.5466310470950961,0.45699113034614236,0.3434920765848594
0.023865423932279584,EPITACIOLANDIA,0.023809523809523836,AC,Norte,EPITACIOLANDIA__AC,,,,,,,0.22704422688820447,,0.8946415226963993,0.045228949723684686,0.09133508857195768,0.08278603241419018,0.05645753763379443
0.023877328430584766,FEIJO,0.023809523809523836,AC,Norte,FEIJO__AC,,,,,,,0.3895590079855914,,0.64878082462853,0.32541435528988955,0.7568810508839223,0.47538307451684975,0.48636130130876903
0.023883518769703405,JORDAO,0.023809523809523836,AC,Norte,JORDAO__AC,,,,,,,0.6064412819012716,,0.7254498699532783,0.38877994125685705,0.5826034188505821,0.49940334816921966,0.44461024756630624
0.023885423489432234,MANCIO LIMA,0.023809523809523836,AC,Norte,MANCIO LIMA__AC,,,,,,,0.7553571210031186,,0.5492527968307273,0.27141718321248265,0.18660811042715697,0.3436374471804871,0.29472875872988513
0.023887328209161063,MANOEL URBANO,0.023809523809523836,AC,Norte,MANOEL URBANO__AC,,,,,,,0.9017056653847754,,0.38443717790630894,0.8289695595062272,0.1882508369376495,0.6690325113582435,0.6103896215220286
0.023888994838923816,MARECHAL THAUMATURGO,0.023809523809523836,AC,Norte,MARECHAL THAUMATURGO__AC,,,,,,,0.9155284858257505,,0.6481651746129846,0.3568465910864306,0.1842657759256812,0.4217290828194767,0.30302258717081854
0.023897089897771284,PLACIDO DE CASTRO,0.023809523809523836,AC,Norte,PLACIDO DE CASTRO__AC,,,,,,,0.7766632284422662,,0.9083741640217402,0.28100547971569506,0.056971188118363644,0.31217173053753655,0.18188108224652183
0.023898994617500113,PORTO WALTER,0.023809523809523836,AC,Norte,PORTO WALTER__AC,,,,,,,0.22822624995871654,,0.41669357169823473,0.5428440236296344,0.5879688281597215,0.5025658309688953,0.5816145291447874
0.023900899337228942,RIO BRANCO,0.023809523809523836,AC,Norte,RIO BRANCO__AC,,,,,,,0.024657328593879924,,0.31440816666185145,0.14095402527176004,0.8406144661406579,0.3276390562881987,0.4352044526539051
0.023907089676347637,RODRIGUES ALVES,0.023809523809523836,AC,Norte,RODRIGUES ALVES__AC,,,,,,,0.38370555761074376,,0.3884459732732515,0.8024212269214852,0.017452012217467266,0.4917341382226679,0.49190708903391184
0.023908994396076466,SANTA ROSA DO PURUS,0.023809523809523836,AC,Norte,SANTA ROSA DO PURUS__AC,,,,,,,0.14142404657976781,,0.4354135760687281,0.07456092696404257,0.048970408268133495,0.0667899397836113,0.13889651827174324
0.023912565745567993,SENADOR GUIOMARD,0.023809523809523836,AC,Norte,SENADOR GUIOMARD__AC,,,,,,,0.7103953665469905,,0.07352372387035144,0.9871654904631062,0.5729349482880953,0.8338095491240184,0.8472619800182534
0.023924470243873175,SENA MADUREIRA,0.023809523809523836,AC,Norte,SENA MADUREIRA__AC,,,,,,,0.661126830418081,,0.49846706441652655,0.7724602080789842,0.8197540548736186,0.7882909452164564,0.7382104542595769
0.023950422050178388,TARAUACA,0.023809523809523836,AC,Norte,TARAUACA__AC,,,,,,,0.043824104454979196,,0.494338864579845,0.19876247528807078,0.32681012784944696,0.19960270373797268,0.310328547647093
0.02397399295682262,XAPURI,0.023809523809523836,AC,Norte,XAPURI__AC,,,,,,,0.8366309007355907,,0.5884822970831518,0.0055121027140486445,0.34969432342553913,0.2721629536449127,0.19041208356634645
0.023997563863466798,PORTO ACRE,0.023809523809523836,AC,Norte,PORTO ACRE__AC,,,,,,,0.24864343518132725,,0.36282529518903495,0.8156895750053768,0.5965201225416393,0.6534538412734079,0.7241046283309701
0.047621326480151716,ALVARAES,0.04761904761904767,AM,Norte,ALVARAES__AM,,,,,,,0.4321699909726877,,0.6131496951290041,0.7070535555942816,0.27426417882297754,0.5329203995515679,0.498066253649534
0.047628707269100956,AMATURA,0.04761904761904767,AM,Norte,AMATURA__AM,,,,,,,0.6679315639913047,,0.8782974251101698,0.7292098928971182,0.026565624032483876,0.5159628702368774,0.4003217719857835
0.047634897608219595,ANAMA,0.04761904761904767,AM,Norte,ANAMA__AM,,,,,,,0.4293610480812551,,0.9555634747896644,0.7714854989413422,0.7354548857961143,0.712220001716969,0.6066095633778251
0.04763870704767725,ANORI,0.04761904761904767,AM,Norte,ANORI__AM,,,,,,,0.4412328291774258,,0.5836499745224661,0.07405478623248904,0.6258346664230124,0.3122746805235996,0.31772633126809835
0.047648706826253606,APUI,0.04761904761904767,AM,Norte,APUI__AM,,,,,,,0.0654855034934797,,0.04254909104221105,0.35855949646529567,0.5809237033615122,0.3688342195119645,0.5441940723842134
0.047662277954321486,ATALAIA DO NORTE,0.04761904761904767,AM,Norte,ATALAIA DO NORTE__AM,,,,,,,0.40137929304172393,,0.9693305073375649,0.11589149240314228,0.7419129483069472,0.36265568392911,0.31985438628911944
0.04768584886096566,AUTAZES,0.04761904761904767,AM,Norte,AUTAZES__AM,,,,,,,0.7648683000415025,,0.7059178106088979,0.86334558145581,0.675434420185954,0.8124368594423829,0.6938664459840875
0.04771180066727093,BARCELOS,0.04761904761904767,AM,Norte,BARCELOS__AM,,,,,,,0.9152317663275967,,0.3359649608568265,0.6234697681612644,0.2059073281339561,0.5691084448555933,0.504518156463361
0.047735371573915164,BARREIRINHA,0.04761904761904767,AM,Norte,BARREIRINHA__AM,,,,,,,0.41343568899364835,,0.14713122697115844,0.33098368654807364,0.35256206021625563,0.3554336740115412,0.4154704637890573
0.04775894248055934,BENJAMIN CONSTANT,0.04761904761904767,AM,Norte,BENJAMIN CONSTANT__AM,,,,,,,0.4235267291916819,,0.1433915879674792,0.06356540130941893,0.12610518701056472,0.14489943116537618,0.20587157327555516
0.04776465663974583,BERURI,0.04761904761904767,AM,Norte,BERURI__AM,,,,,,,0.7026330174434968,,0.1677209618623916,0.3110621272402432,0.12985348168377997,0.33546537425902173,0.35578537398914184
0.04777632304808488,BOA VISTA DO RAMOS,0.04761904761904767,AM,Norte,BOA VISTA DO RAMOS__AM,,,,,,,0.942833859263516,,0.045531097478676674,0.3252673033257608,0.6763996954198714,0.5665424138253892,0.5925082525932285
0.04778251338720357,BOCA DO ACRE,0.04761904761904767,AM,Norte,BOCA DO ACRE__AM,,,,,,,0.26696537663479036,,0.9022388263915018,0.7298090793319199,0.8588733269942667,0.6950381218827159,0.6821785863446063
0.04780608429384775,BORBA,0.04761904761904767,AM,Norte,BORBA__AM,,,,,,,0.44008896648950147,,0.5407996859222604,0.6377333056193473,0.9630453498322892,0.7159603902458552,0.7174452710294165
0.047814179352695274,CAAPIRANGA,0.04761904761904767,AM,Norte,CAAPIRANGA__AM,,,,,,,0.796000901709193,,0.7000142937423612,0.8874619874506819,0.6285328953372247,0.8168813626724033,0.7211173112503233
0.04782965520049198,CANUTAMA,0.04761904761904767,AM,Norte,CANUTAMA__AM,,,,,,,0.6096778295811512,,0.8281822498123341,0.4723421407962735,0.18411839176373926,0.4180731224898277,0.3479404856292455
0.04785274992720395,CARAUARI,0.04761904761904767,AM,Norte,CARAUARI__AM,,,,,,,0.11045432615845907,,0.7916093652911915,0.11961777419958597,0.1056376208488097,0.10194574964457871,0.14144120488907788
0.047876320833848185,CAREIRO,0.04761904761904767,AM,Norte,CAREIRO__AM,,,,,,,0.6277211983901515,,0.8826873845336636,0.7134428771840216,0.8131068175888709,0.7480208834693486,0.7074449813349738
0.04789036814184827,CAREIRO DA VARZEA,0.04761904761904767,AM,Norte,CAREIRO DA VARZEA__AM,,,,,,,0.1866320099261446,,0.9673488409993791,0.7609971176923322,0.5789234213154012,0.605966335248716,0.5784285689831973
0.047902272640153454,COARI,0.04761904761904767,AM,Norte,COARI__AM,,,,,,,0.5101770187810514,,0.43908710114684024,0.5614306017787027,0.6184669775607803,0.5814870525224928,0.5964118285404182
0.04792584354679763,CODAJAS,0.04761904761904767,AM,Norte,CODAJAS__AM,,,,,,,0.5290687525831198,,0.9504271951753445,0.7711822430644144,0.7817060143808348,0.7477244818772234,0.6943519586218398
0.04794941445344186,EIRUNEPE,0.04761904761904767,AM,Norte,EIRUNEPE__AM,,,,,,,0.8762497117537417,,0.7233482628922172,0.493929157749935,0.7034914614177826,0.650007773965239,0.5634290356051261
0.04797298536008604,ENVIRA,0.04761904761904767,AM,Norte,ENVIRA__AM,,,,,,,0.46244424090410563,,0.07063045946586888,0.5228748997003703,0.8347223046159296,0.6195088779794301,0.6757568790325592
0.04799655626673027,FONTE BOA,0.04761904761904767,AM,Norte,FONTE BOA__AM,,,,,,,0.27934974317004957,,0.6818353272625781,0.4276550977240365,0.05618240658773026,0.2843562927073696,0.29030448793176666
0.04800822267506932,GUAJARA,0.04761904761904767,AM,Norte,GUAJARA__AM,,,,,,,0.23086237558187306,,0.6867695917167256,0.025414963008595637,0.7477516725680015,0.28082668853139986,0.3449457578540363
0.048020127173374505,HUMAITA,0.04761904761904767,AM,Norte,HUMAITA__AM,,,,,,,0.8742977715715875,,0.9059457469929371,0.10791151406516036,0.8511230351549761,0.492751746335445,0.4090382168760501
0.04804369808001868,IPIXUNA,0.04761904761904767,AM,Norte,IPIXUNA__AM,,,,,,,0.17089291383227745,,0.37293888537108777,0.031426789196493665,0.28619085978392983,0.12531451178610714,0.23075231583194492
0.04805536448835773,IRANDUBA,0.04761904761904767,AM,Norte,IRANDUBA__AM,,,,,,,0.42580999500887184,,0.5849494498669836,0.6365859082372944,0.6406376470073216,0.6103370079782865,0.6069785774829436
0.048067268986662914,ITACOATIARA,0.04761904761904767,AM,Norte,ITACOATIARA__AM,,,,,,,0.18705893969528375,,0.012141213659201844,0.31443677861838487,0.3142285248683963,0.28683100475771234,0.41750157045518965
0.048078935395001965,ITAMARATI,0.04761904761904767,AM,Norte,ITAMARATI__AM,,,,,,,0.7733264169814181,,0.33207598223341983,0.5087085971359635,0.9582820241918736,0.7167051067505414,0.7371859066232442
0.04809274461303592,ITAPIRANGA,0.04761904761904767,AM,Norte,ITAPIRANGA__AM,,,,,,,0.47432537419305876,,0.062204755500478326,0.9078217037725718,0.03338341857299043,0.5714682032689729,0.6464923488478221
0.04811631551968015,JAPURA,0.04761904761904767,AM,Norte,JAPURA__AM,,,,,,,0.3510677158794382,,0.5219016450719756,0.24935389483079284,0.5799601823653391,0.3711803403104377,0.39064221232453356
0.04813988642632433,JURUA,0.04761904761904767,AM,Norte,JURUA__AM,,,,,,,0.3610259854067742,,0.817519822107956,0.41049195709908176,0.1665139324176853,0.3274413518183736,0.2926092908056163
0.04816345733296856,JUTAI,0.04761904761904767,AM,Norte,JUTAI__AM,,,,,,,0.8522549674500041,,0.20642494302212566,0.7557616685981754,0.7124378350999883,0.7858457702370218,0.768623397470869
0.048187028239612795,LABREA,0.04761904761904767,AM,Norte,LABREA__AM,,,,,,,0.5537451867965283,,0.5274705373100035,0.22885380493699575,0.17590423354881923,0.2752811669335564,0.26507498219252834
0.04821059914625697,MANACAPURU,0.04761904761904767,AM,Norte,MANACAPURU__AM,,,,,,,0.7178773129180324,,0.2039905291874109,0.07699090743369383,0.23541980543050592,0.24865131629037096,0.2382176839039861
0.04822226555459602,MANAQUIRI,0.04761904761904767,AM,Norte,MANAQUIRI__AM,,,,,,,0.8970897197871158,,0.12065809841527009,0.28982501554579293,0.49450570920660614,0.48065504701381856,0.45464376532574297
0.048234170052901204,MANAUS,0.04761904761904767,AM,Norte,MANAUS__AM,,,,,,,0.9017939752816543,,0.5110238636097626,0.16125705585970335,0.9151295260820287,0.5469324110221255,0.44804180272156097
0.04825774095954538,MANICORE,0.04761904761904767,AM,Norte,MANICORE__AM,,,,,,,0.3284278064238346,,0.0791121381601183,0.9299593898157663,0.21174192704390565,0.608798917807998,0.7211039372534563
0.04828131186618961,MARAA,0.04761904761904767,AM,Norte,MARAA__AM,,,,,,,0.9525153763017403,,0.5873929402851585,0.8083463674948907,0.14424195155925607,0.6549507166633222,0.5255418982158642
0.048304882772833846,MAUES,0.04761904761904767,AM,Norte,MAUES__AM,,,,,,,0.024723896070666163,,0.03129394158844123,0.6335783693833972,0.7592122183472867,0.5616671596709298,0.7545896693685803
0.04833035839920685,NHAMUNDA,0.04761904761904767,AM,Norte,NHAMUNDA__AM,,,,,,,0.376765571825447,,0.10668254597839688,0.8717052031746171,0.5007568035457776,0.6797176222649947,0.7917269652303207
0.048353929305851084,NOVA OLINDA DO NORTE,0.04761904761904767,AM,Norte,NOVA OLINDA DO NORTE__AM,,,,,,,0.8958497722394861,,0.5500302968379256,0.8038967568154956,0.9120785302427247,0.8835877860652355,0.8012182104935697
0.04837750021249526,NOVO AIRAO,0.04761904761904767,AM,Norte,NOVO AIRAO__AM,,,,,,,0.2745430811942704,,0.5914463184880596,0.18661328124500332,0.14661738936871102,0.18484984217214073,0.2113418557492418
0.048401071119139494,NOVO ARIPUANA,0.04761904761904767,AM,Norte,NOVO ARIPUANA__AM,,,,,,,0.2729872893270726,,0.02894306508131783,0.8928098154197002,0.6461203473890939,0.7149483843216732,0.8444360870198235
0.048424642025783726,PARINTINS,0.04761904761904767,AM,Norte,PARINTINS__AM,,,,,,,0.3025350062752409,,0.5734130400499544,0.5394891961970354,0.2329147387062995,0.40413495461238985,0.4274817819066793
0.0484482129324279,PAUINI,0.04761904761904767,AM,Norte,PAUINI__AM,,,,,,,0.6122982553977067,,0.8385777955398364,0.8076659430759745,0.15676711391609582,0.5867939216535024,0.5137020598068754
0.04845630799127543,PRESIDENTE FIGUEIREDO,0.04761904761904767,AM,Norte,PRESIDENTE FIGUEIREDO__AM,,,,,,,0.4382771135532184,,0.7223743485348908,0.8963431555190626,0.6836361113210382,0.7635451953618674,0.7427346244973969
0.04846416496015682,RIO PRETO DA EVA,0.04761904761904767,AM,Norte,RIO PRETO DA EVA__AM,,,,,,,0.7267463638994652,,0.13115627926443918,0.31808534505187147,0.5938572340633717,0.4910610576978193,0.5024083101215652
0.048471783839072136,SANTA ISABEL DO RIO NEGRO,0.04761904761904767,AM,Norte,SANTA ISABEL DO RIO NEGRO__AM,,,,,,,0.8949613503660913,,0.5925137102161289,0.11007264688931284,0.7550612690652049,0.4678568767352723,0.3994009364516323
0.04849535474571631,SANTO ANTONIO DO ICA,0.04761904761904767,AM,Norte,SANTO ANTONIO DO ICA__AM,,,,,,,0.6741986631970368,,0.6723033035168433,0.227990548223103,0.3095272527727475,0.34250976376048803,0.2972333103482628
0.04852130655202158,SAO GABRIEL DA CACHOEIRA,0.04761904761904767,AM,Norte,SAO GABRIEL DA CACHOEIRA__AM,,,,,,,0.20435657389186113,,0.03718855003727861,0.42722174060144674,0.4480889337282771,0.39230497366085837,0.5110150883549096
0.04854487745866576,SAO PAULO DE OLIVENCA,0.04761904761904767,AM,Norte,SAO PAULO DE OLIVENCA__AM,,,,,,,0.9327414098081742,,0.8554254179749845,0.8182436632765766,0.40557281363513487,0.7386813018892708,0.606028685351363
